,unitary
0,"Operator([[ 0.99843817-0.02496616j, -0.00977554-0.04901384j],
          [ 0.00731365-0.04944116j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[0.99843817-0.02496616j, 0.00124935+0.04996355j],
          [0.00124935+0.04996355j, 0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.99843817-0.02496616j, -0.04875769+0.01098205j],
          [ 0.04924563+0.00853145j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[ 0.99843817-0.02496616j,  0.00720833+0.04945662j],
          [-0.00472752+0.04975508j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.99843817-0.02496616j, -0.01504654+0.04766046j],
          [ 0.01740977+0.04684888j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.99843817-0.02496616j, -0.0488031 +0.01077846j],
          [ 0.0492808 +0.00832585j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.99843817-0.02496616j,  0.0047711 +0.04975092j],
          [-0.00227863+0.0499272j ,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.99843817-0.02496616j,  0.00356235+0.04985205j],
          [-0.00106634+0.04996779j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.99843817-0.02496616j,  0.04969232-0.00534702j],
          [-0.04989746-0.00285675j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.99843817-0.02496616j, -0.047651  +0.01507647j],
          [ 0.04834495+0.01267607j,  0.99843817-0.02496616j]],
         input_dims=(2,), output_dims=(2,))"
