unitary
"Operator([[ 0.94460909-0.1427637j , -0.29412796-0.02865199j],
          [ 0.27252393-0.11429305j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j ,  0.23047618-0.18496735j],
          [-0.2748439 -0.10859569j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[0.94460909-0.1427637j , 0.04416199+0.29220183j],
          [0.04416199+0.29220183j, 0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
"Operator([[ 0.94460909-0.1427637j , -0.26187953+0.1369354j ],
          [ 0.29065025+0.05342869j,  0.94460909-0.1427637j ]],
         input_dims=(2,), output_dims=(2,))"
